date,suburb,tmin,tmax,prcp,humidity_mean,daily_temp_range,month,is_summer,hot_day,poor_cooling_proxy
2020-11-06,Parramatta,12.3,20.5,17.6,60.62535,8.2,11,0,0,0
2020-11-07,Parramatta,9.5,20.6,0.0,57.496906,11.100000000000001,11,0,0,0
2020-11-08,Parramatta,13.0,21.3,0.0,54.229965,8.3,11,0,0,0
2020-11-09,Parramatta,12.6,21.8,0.0,59.156433,9.200000000000001,11,0,0,0
2020-11-10,Parramatta,9.0,23.7,0.0,66.486786,14.7,11,0,0,0
2020-11-11,Parramatta,11.2,27.7,0.0,64.18009,16.5,11,0,1,0
2020-11-12,Parramatta,14.6,31.3,0.0,49.821426,16.700000000000003,11,0,1,0
2020-11-13,Parramatta,17.8,28.0,1.4,58.901806,10.2,11,0,1,1
2020-11-14,Parramatta,13.3,27.2,0.4,66.34896,13.899999999999999,11,0,1,0
2020-11-15,Parramatta,13.0,31.5,0.0,73.83072,18.5,11,0,1,0
2020-11-16,Parramatta,16.0,38.3,0.0,70.198074,22.299999999999997,11,0,1,0
2020-11-17,Parramatta,16.6,23.6,0.0,68.04625,7.0,11,0,0,0
2020-11-18,Parramatta,15.8,24.2,0.4,72.34827,8.399999999999999,11,0,0,0
2020-11-19,Parramatta,12.0,26.8,0.0,62.32859,14.8,11,0,1,0
2020-11-20,Parramatta,15.8,37.0,0.0,68.74611,21.2,11,0,1,0
2020-11-21,Parramatta,16.8,25.3,0.6,68.62292,8.5,11,0,0,0
2020-11-22,Parramatta,16.0,29.7,1.4,72.304184,13.7,11,0,1,0
2020-11-23,Parramatta,20.3,25.3,3.4,73.71448,5.0,11,0,0,0
2020-11-24,Parramatta,14.5,23.8,1.6,61.09902,9.3,11,0,0,0
2020-11-25,Parramatta,16.3,24.9,1.0,64.763725,8.599999999999998,11,0,0,0
2020-11-26,Parramatta,16.6,34.3,0.0,54.557945,17.699999999999996,11,0,1,0
2020-11-27,Parramatta,17.5,31.7,0.0,58.516647,14.2,11,0,1,1
2020-11-28,Parramatta,18.2,40.6,0.0,57.640465,22.400000000000002,11,0,1,1
2020-11-29,Parramatta,26.5,40.5,0.0,61.516876,14.0,11,0,1,1
2020-11-30,Parramatta,18.0,23.5,0.0,60.175762,5.5,11,0,0,0
2020-12-01,Parramatta,15.0,33.6,0.0,52.96706,18.6,12,1,1,0
2020-12-02,Parramatta,16.7,23.0,11.8,48.462914,6.300000000000001,12,1,0,0
2020-12-03,Parramatta,16.6,25.0,0.2,44.32386,8.399999999999999,12,1,0,0
2020-12-04,Parramatta,17.1,34.5,0.0,60.18554,17.4,12,1,1,0
2020-12-05,Parramatta,16.8,25.5,0.0,76.44633,8.7,12,1,0,0
2020-12-06,Parramatta,19.0,29.8,7.2,75.2518,10.8,12,1,1,1
2020-12-07,Parramatta,15.4,29.7,0.0,79.62469,14.299999999999999,12,1,1,0
2020-12-08,Parramatta,14.8,24.0,0.0,65.33457,9.2,12,1,0,0
2020-12-09,Parramatta,15.2,27.2,0.0,68.50167,12.0,12,1,1,0
2020-12-10,Parramatta,13.6,28.2,0.0,67.86177,14.6,12,1,1,0
2020-12-11,Parramatta,15.5,22.5,0.0,65.3863,7.0,12,1,0,0
2020-12-12,Parramatta,15.8,24.2,0.0,72.5893,8.399999999999999,12,1,0,0
2020-12-13,Parramatta,12.3,23.6,1.6,66.71572,11.3,12,1,0,0
2020-12-14,Parramatta,16.6,24.5,5.0,67.90536,7.899999999999999,12,1,0,0
2020-12-15,Parramatta,18.0,25.0,6.6,60.97023,7.0,12,1,0,0
2020-12-16,Parramatta,20.0,29.5,11.0,63.053726,9.5,12,1,1,1
2020-12-17,Parramatta,19.9,33.3,2.4,70.75744,13.399999999999999,12,1,1,1
2020-12-18,Parramatta,20.0,31.2,0.6,70.287926,11.2,12,1,1,1
2020-12-19,Parramatta,18.5,19.9,1.6,77.36362,1.3999999999999986,12,1,0,0
2020-12-20,Parramatta,17.2,23.8,4.8,70.057816,6.600000000000001,12,1,0,0
2020-12-21,Parramatta,16.8,24.0,0.4,61.276443,7.199999999999999,12,1,0,0
2020-12-22,Parramatta,17.0,27.7,24.4,67.103676,10.7,12,1,1,0
2020-12-23,Parramatta,11.5,26.0,0.0,62.559227,14.5,12,1,1,0
2020-12-24,Parramatta,15.8,28.5,0.0,64.72433,12.7,12,1,1,0
2020-12-25,Parramatta,17.3,21.0,0.0,78.64988,3.6999999999999993,12,1,0,0
2020-12-26,Parramatta,15.8,24.4,1.8,73.00255,8.599999999999998,12,1,0,0
2020-12-27,Parramatta,15.5,31.8,7.2,66.4653,16.3,12,1,1,0
2020-12-28,Parramatta,17.6,30.7,0.0,67.01861,13.099999999999998,12,1,1,1
2020-12-29,Parramatta,15.5,19.7,12.0,70.80701,4.199999999999999,12,1,0,0
2020-12-30,Parramatta,16.0,22.5,11.0,62.985126,6.5,12,1,0,0
2020-12-31,Parramatta,16.2,24.3,1.6,60.582527,8.100000000000001,12,1,0,0
