feature,importance
dewpoint_mean,0.29075019544327035
tmax,0.1692099732085193
month,0.12843387967236122
is_summer,0.09831539333766236
humidity_mean,0.07511586706832106
distance_to_coast_km,0.04803005599511638
distance_to_water_km,0.04450634567966547
wind_speed_mean,0.04044776463163709
precipitation_total,0.03405774055510006
is_coastal,0.02947466038359308
air_pressure_mean,0.02259855692883315
tree_canopy_percent,0.01617660018798901
population_density_people_per_km2,0.002882966907931452
