feature,importance
tmax,0.4577513016640175
is_summer,0.1892977734179892
month,0.18805687690600134
daily_temp_range,0.059805227347751594
humidity_mean,0.040700758731346535
wind_speed_mean,0.03420008173344354
prcp,0.03018798019945029
